phos_id,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
NP_001290161.1_S269s _1_1_269_269,-4.7039,-1.1046999999999998,-2.4671000000000003,-3.2326,-4.1373999999999995,-2.509,-3.6369999999999996,-2.7108,-4.3393,-3.3634999999999997,-3.0064,-4.0527999999999995,-1.6673,-3.2203999999999997,-2.375,-4.1676,-0.48449999999999993,-1.6743999999999999,1.1762000000000001,-1.4178,NA,NA,NA,NA,NA,NA,NA,NA,-3.4183,-2.3002,-2.1217999999999995,-4.4504,-2.5311,-3.7808,-2.5622000000000003,-2.4779,-2.0282,-4.9236,-2.6841,-0.689,-3.624,-1.4613,-5.3884,-3.4413,-4.1017,-2.0444,-2.6551,-3.5637,-2.8139000000000003,-2.8535,-7.1182,NA,NA,NA,NA,NA,NA,NA,NA,-2.1308,-3.9028,-3.0393999999999997,-2.5299,-1.7838999999999998,-3.1833,-1.9182000000000001,-3.1719999999999997,-0.5987999999999998,-0.7974,-2.8971,-2.9436,-5.0718,0.0189,-2.5966,-3.5722,-2.0825999999999993,-3.5694999999999997,-2.7289000000000003,-1.693,-2.3491,NA,NA,NA,NA,NA,NA,NA,NA,-5.2819,-3.909,-1.1566999999999998,-6.0924000000000005,-2.7224,-0.21440000000000037,-3.4275,-2.0298,-2.0153,-2.0514,-2.6346999999999996,-2.8595,-3.5763
NP_068656.2_T385t _1_1_385_385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5009999999999999,0.7343,-1.4504000000000001,-3.1017,NA,NA,NA,NA,-2.4444,-0.6867000000000001,-2.6834,-0.4594999999999998,-0.33219999999999994,-0.43269999999999986,-6.914899999999999,-0.3559,-3.8689,-0.012900000000000023,-2.9669,NA,NA,NA,NA,-3.2724,2.9135,0.4155,-5.0687999999999995,NA,NA,NA,NA,-3.069,2.1275999999999997,-0.7478,-3.8744,NA,NA,NA,NA,-4.4127,-5.7387999999999995,-2.7382999999999997,0.48740000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_037504.1_S44s _1_1_44_44,2.1012000000000004,2.9067999999999996,1.9513999999999998,3.5206,NA,NA,NA,NA,NA,NA,NA,NA,1.6924000000000001,0.9298,1.0939,0.7464,0.2661,1.1154000000000002,3.9432,0.5987,1.432,-0.8047999999999997,3.0652,0.8415000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0147,-0.006000000000000005,0.7711000000000001,0.9668,5.6943,-0.17890000000000006,0.6974,1.2351999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.482899999999999,4.289499999999999,NA,NA,NA,1.9096000000000002,1.9563000000000001,1.0322000000000002,1.7537,NA,NA,NA,NA,-0.3721000000000001,0.5954999999999999,2.397,0.671,NA,NA,NA,NA,0.9496,2.4694,-0.3013000000000001,1.8026,NA,NA,NA,NA,NA,NA,3.3624,2.2493,3.2617
NP_037504.1_S77s _1_0_76_77,NA,NA,NA,NA,1.0899,2.3889,0.4371,2.6089,0.27879999999999994,-0.242,1.7507,0.39869999999999994,4.506600000000001,1.4773999999999998,-0.8185,0.6797,0.4922,1.2487000000000001,1.2915999999999999,1.8931000000000002,0.6924,1.0441,1.9114,1.9969,0.2681,2.3232,1.4711,0.9952,1.6477,1.0827,0.7415,1.4564,1.9346,2.7935,1.5328000000000002,2.9358,0.9186000000000001,-1.0268,0.5059,NA,3.3022,2.6228000000000002,-0.5075000000000001,-0.028800000000000048,1.279,-1.0112999999999999,1.5329000000000002,0.9027000000000001,-0.5407,-0.23430000000000006,0.9935,2.3771,1.1332,2.6902,0.005800000000000027,0.815,0.7904,-0.01429999999999998,2.0558,-1.1163999999999998,-1.1643999999999999,1.3163,-1.0727,3.8796,0.4648,1.2629000000000001,-0.21020000000000005,2.1225,-0.2265,3.58,0.5752,-0.0484,3.251,-0.1752,1.086,1.1863000000000001,NA,NA,NA,NA,0.9884,1.1455,1.5720999999999998,0.34109999999999996,0.25750000000000006,0.37560000000000016,2.9677,-0.051500000000000004,NA,NA,NA,NA,-1.0656999999999999,1.6594000000000002,-0.8336,-0.10779999999999999,-0.8104,NA,NA,NA,NA
NP_001900.1_S42s _1_1_42_42,NA,NA,NA,NA,1.4168,0.4090999999999999,-0.5076999999999999,8.0496,NA,NA,NA,NA,NA,NA,NA,NA,1.1194,3.6591,-1.0426,0.1108,NA,NA,NA,NA,NA,NA,NA,NA,1.7316000000000003,-0.16359999999999997,2.3750999999999998,1.6405999999999998,NA,NA,NA,0.677,4.4154,1.0603,1.5534,NA,NA,NA,NA,4.3218,-1.1522999999999999,-2.3166,0.4916999999999999,NA,NA,NA,NA,0.4284999999999999,0.6119000000000001,-0.4716,0.19949999999999998,1.7503,4.455,1.1939,0.237,3.9388,0.12850000000000006,5.9328,0.8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44919999999999993,-0.9224000000000001,1.1469,4.3123000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_000533.3_S209s _1_1_209_209,NA,NA,NA,NA,-0.4429,-1.3988,-1.2623,2.3758999999999997,6.0954,-0.5018,-0.4643,-0.6779,NA,NA,NA,NA,-0.9629,5.48,-0.6972,0.15080000000000005,NA,NA,NA,NA,-1.6436000000000002,-0.5093,-1.4782000000000002,-1.1217000000000001,0.24480000000000013,-1.097,-0.9119999999999999,0.4157,NA,NA,NA,0.4357,-0.5041,-1.2609000000000001,1.1783,0.9975,-1.103,0.5451,2.0711999999999997,2.5349,-1.3057000000000003,1.8967999999999998,0.26690000000000014,NA,NA,NA,NA,NA,NA,NA,NA,-0.5709,5.767,-0.6424000000000001,-0.24319999999999997,-0.6234999999999999,-1.944,-1.3575,-2.5010999999999997,0.6664999999999999,-1.9176,-0.44950000000000023,-1.528,-2.7223,-1.4412,-2.0864000000000003,-1.5394999999999999,-2.0140000000000002,NA,NA,NA,NA,1.9800999999999997,-2.0975,1.8348,-0.5498000000000001,-2.753,-3.4935,-1.7882,-0.9342999999999999,-0.4437,0.47309999999999997,2.4319,-0.9201,-1.6898,-1.4192,-0.5175000000000001,0.6197999999999999,NA,NA,NA,NA,NA,-0.7319,-0.922,1.2152,-1.0503
NP_000533.3_S299s _1_1_299_299,0.578,1.6600000000000001,4.5867000000000004,-1.6479,4.7081,-1.5750000000000002,-0.3505,3.359,4.003,-0.5983999999999999,-1.6707999999999998,-0.3705,-0.44199999999999995,-0.8457,1.5913999999999997,-0.6706000000000001,-1.2473999999999998,1.2292999999999998,-1.5061000000000002,-4.0265,NA,NA,NA,NA,0.18730000000000002,-0.023600000000000065,-0.6496,-0.4422,1.0279999999999998,0.1258999999999999,-0.2641,-0.2965,NA,NA,NA,1.6574999999999998,-0.4615,-0.6638000000000001,-0.3469,0.9017999999999999,-1.3536,-2.6826,1.6118000000000001,NA,NA,NA,NA,-1.169,-0.5265,2.082,-0.40590000000000004,2.553,0.4697999999999999,-2.9752,3.4855,1.9925000000000002,5.9750000000000005,3.0107,-2.5732999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5391,1.2089,-1.5708000000000002,-1.1478
NP_002336.1_S304s _1_1_304_304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4587,-0.3527,0.06290000000000007,-1.8435000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.603,-2.9469000000000003,-2.779,0.24309999999999998,0.2994,-0.42589999999999995,-4.7696000000000005,-1.1604,1.915,-0.9278000000000002,1.3929,-1.0336999999999998,-2.1443000000000003,-1.7159,-3.2304,2.4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8913,1.6727,-0.10610000000000008,-1.6263,NA,-1.7009,-0.18070000000000003,-2.0885,0.1048
NP_002296.1_S8s _1_1_8_8,NA,NA,NA,NA,-0.5203,1.381,0.4761000000000001,-0.5582,-1.2934,-0.9391999999999999,0.17249999999999988,-0.4300999999999999,NA,NA,NA,NA,-0.7668,-0.9921,-0.7613000000000001,1.1502000000000001,-1.6389,-1.6181,-1.3765,-0.7714,-0.6919,-0.495,-0.2263,-0.17569999999999997,0.6890000000000001,0.7411,0.7619,1.8171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04799999999999999,0.08070000000000001,-0.3941,0.7121000000000001,0.4374,-0.2819,-0.4557,-0.4585999999999999,NA,NA,NA,NA,-0.6929000000000001,0.0434,-0.6675,-1.2388,-0.9808,-0.9206,-0.48829999999999996,1.2801,2.1910999999999996,-2.0571,-1.4604000000000001,-0.5051,0.018199999999999994,0.38680000000000003,0.09139999999999993,-0.9894000000000001,-1.8377,-0.6296999999999999,-0.03550000000000009,-0.30979999999999996,0.6542000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35199999999999987,-0.5017,-0.07630000000000003,-1.3640999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_002296.1_S30s _1_1_30_30,-3.2617,-1.3188,-1.8576000000000001,-1.5433,-2.0582000000000003,-1.0928999999999998,-1.9850999999999999,-1.1425,-3.2782,-2.7028,0.7946,-4.0193,1.0344,-1.7833,0.6868,-4.0667,0.15079999999999982,-1.4181,0.6236000000000002,2.3657000000000004,-2.3381,-2.0887000000000002,-1.4524000000000001,-0.05279999999999996,-0.9995,-0.6425999999999998,-1.54,-0.8235,-0.6505,1.0861999999999998,-0.33909999999999996,1.9726,0.9833,-1.8276,-1.9633,0.3172999999999999,-0.062100000000000044,-5.0719,-0.6587000000000001,0.42489999999999994,-1.8312,1.2514,-1.9032,-0.959,-1.2834,-3.3013999999999997,1.4577,-0.5965,-0.9597,0.2501,-3.5522,0.09870000000000001,-0.6822,-0.7401,-3.0884,-0.45409999999999995,-1.3778000000000001,-1.2549000000000001,-1.3184,-1.7182,-2.8425000000000002,-1.7326000000000001,0.8850000000000002,1.6058000000000001,-3.2055,-0.8006,-1.6535,-1.8688,-0.4767,-0.5363,-2.3523,-3.8106999999999998,1.2906,0.8825000000000001,-0.9009,0.9162000000000001,-3.5901,-3.0563,-3.9692,-2.1271,-1.8356999999999999,-0.25239999999999996,0.2621,1.1671999999999998,-2.1131,-3.3487999999999998,2.2773,-4.2518,-3.2159,-3.651,-1.8263,-4.3339,-2.9792,-1.3758,-1.7774999999999999,0.2006,-1.5855000000000001,-0.5816999999999999,-3.258,-1.8471,-2.5861
NP_002296.1_S39s _1_1_39_39,NA,NA,NA,NA,-2.5028,-1.9209,-2.1507,-3.7395,NA,NA,NA,NA,NA,NA,NA,NA,-2.4112999999999998,-3.8632,0.9861,-1.5033,NA,NA,NA,NA,NA,NA,NA,NA,-1.2507000000000001,-1.5792000000000002,-2.6285,0.28090000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6702,-2.3505,-1.1805999999999999,-1.7821,-2.4388,-2.8259,-2.9535,-2.6852,-2.0061,-2.6425,-3.0090000000000003,-3.8308999999999997,-1.6227,-3.5083,-0.7675,-4.1911000000000005,-3.3354,-3.0482,-3.1974,-5.268800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001306127.1_S98s _1_1_98_98,-2.3469,3.1532,-2.4097999999999997,1.5106000000000002,-2.5641,NA,7.5038,2.4731,-2.4736,-4.3628,3.6892,-4.255599999999999,NA,NA,NA,NA,11.333699999999999,NA,-1.5915,-2.0032,1.359,1.4618,7.3019,-5.841200000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3605,-1.4808000000000003,-1.4016000000000002,3.8412,NA,NA,NA,NA,NA,NA,NA,NA,-3.4941,-1.5521,-1.7348000000000001,-3.4767000000000006,-2.5018,0.8357999999999999,0.7021999999999999,-0.09949999999999992,NA,NA,NA,NA,NA,NA,NA,NA,0.010200000000000015,3.8719,-0.6413,-3.751,NA,NA,NA,NA,NA,1.4602,-0.22029999999999994,-1.1125000000000007,2.6524,NA,NA,NA,NA,NA,5.27,3.0744000000000002,0.6745000000000001,-1.6783,-0.5881000000000003,-8.557500000000001,-0.6631999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_000081.1_S1254s _1_0_1240_1254,-0.4006999999999996,5.1776,1.233,1.2721999999999998,NA,5.4922,3.2127000000000003,5.4271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0544000000000002,1.2057,0.4798,-2.0173,NA,NA,NA,NA,-3.4532999999999996,1.272,1.8739999999999999,NA,0.7973000000000003,5.1493,1.0178,1.4531,5.2458,-0.8070999999999997,3.8404000000000003,1.4203999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5198,2.5684,7.2941,4.2851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4009,0.9331,7.6031,0.05580000000000007
NP_000081.1_S1320s _1_0_1319_1320,0.20599999999999996,2.2016999999999998,-1.5433000000000003,8.182,6.1289,5.8079,4.6909,4.572699999999999,0.39480000000000004,-0.8041000000000005,6.0525,1.9805,6.3941,3.2876,2.8472999999999997,0.38660000000000005,4.5867000000000004,-0.7469999999999999,5.84,6.3952,2.1608,-0.8182,2.6485,2.5315,NA,NA,NA,NA,4.6030999999999995,3.3345000000000002,5.2436,5.4369,5.6054,2.3825000000000003,-0.5768000000000002,6.6489,4.7726,-2.4191999999999996,8.334200000000001,4.894,3.5927,3.1377,1.2227999999999999,NA,NA,NA,NA,1.8563999999999998,0.8804000000000001,0.04930000000000012,5.1762999999999995,4.1713000000000005,2.9302,4.6445,-1.1194000000000002,3.4741,1.022,0.23080000000000034,2.2266,1.1405000000000003,-1.0903,2.4105999999999996,5.9373000000000005,6.5324,7.6843,5.9288,0.4022999999999999,5.0598,4.5713,8.535,0.8330000000000002,-1.819,3.4631,3.2518000000000002,1.0735000000000001,2.2062,1.4058000000000002,2.3983,0.18769999999999953,2.1895999999999995,-1.2547,1.3423,3.8814,1.2246000000000001,1.6976,0.10639999999999983,2.4745,2.1593999999999998,4.7986,1.8958,4.647399999999999,1.9981,NA,NA,NA,NA,NA,2.6212,2.7429,-1.8134000000000001,2.888
NP_001101.1_T719t _1_1_719_719,0.3397,-0.25120000000000003,-0.9255999999999998,2.8955,1.494,0.19389999999999996,-0.32030000000000003,-0.9247,0.7133999999999999,1.4435,2.0448,1.3572,-0.5727,1.6943000000000001,0.5622,2.0835,0.7603,0.30590000000000006,-0.1734,0.5069999999999999,1.1893,0.9979,0.2609,0.8282999999999999,1.446,1.1314,-0.2956,1.6906999999999999,0.30710000000000004,1.0056,1.4431999999999998,0.6031,0.8447,1.7112,-0.6909,1.5811,3.3872999999999998,-2.2367,0.0262,1.1947999999999999,0.06670000000000004,1.4558,-0.8571,2.1933000000000002,-2.8537999999999997,-1.5015,-2.1170999999999998,1.6246999999999998,2.9972,0.0956999999999999,0.18990000000000018,0.6424,-0.6299,0.5816,1.4510999999999998,0.05349999999999999,1.322,0.6038,0.1492,2.7504,0.7161,0.382,0.5859,1.1322,0.3565,-0.9887999999999999,1.875,1.0614,0.5697,1.051,0.9049,0.8512000000000001,2.1332,1.2924,-0.505,0.7236,1.2250999999999999,0.03370000000000001,-0.058499999999999996,2.2759,0.9596,0.18530000000000002,-0.09299999999999997,0.6223000000000001,1.0541,0.5104,-0.8432999999999999,-1.0928,-0.17659999999999998,-1.7599,-1.4722,0.2919,-1.9374000000000002,-1.1732,-0.22660000000000002,0.03300000000000003,1.3136999999999999,0.7689,1.6315,-1.8077,0.3545
NP_001101.1_S740s _1_1_740_740,0.10300000000000004,-0.5276000000000001,-0.9442999999999999,1.4202000000000001,2.3994,-1.5285,-1.4786000000000001,-1.1243,-0.34419999999999995,1.3267,1.4364,-0.6308,-0.6519999999999999,-0.8297000000000001,-0.6444000000000001,0.972,-0.26239999999999997,1.835,-0.6977,-0.5955,1.5215,0.9450999999999998,-0.8783000000000001,0.1089,-1.1463,0.9158999999999999,-0.4101999999999999,0.6996,-0.9483,-1.6593999999999998,1.9334,0.03949999999999987,-0.08729999999999999,0.9424999999999999,-1.5506000000000002,-1.6209,3.061,-0.5163000000000002,-0.6687,0.44689999999999996,-0.6979,0.8411,-1.8024,1.6926,-3.1087999999999996,0.18999999999999995,-1.5584,-0.1784,2.2708,-1.8435000000000001,-3.0238,0.42950000000000005,0.24019999999999997,-0.2835,0.3418,-0.4245000000000001,0.5717999999999999,1.8231,-0.11180000000000012,1.4705000000000004,-0.8015000000000001,0.6896,0.5618999999999998,-0.25859999999999994,-3.0512,-2.5215,1.9504000000000001,0.7916000000000001,2.0917,0.10370000000000001,-0.23339999999999997,1.94,2.0433,-1.8062,0.3919,0.2712,0.8795000000000001,0.5775,0.8338000000000001,2.2182,0.32599999999999996,-1.3907999999999998,-0.031199999999999894,-0.6421000000000001,3.1012,0.09489999999999998,-0.3949999999999999,-1.1134,-1.4235,-2.4581,-0.9535,-1.2591,0.9932,-0.3847,5.777,0.46930000000000005,3.1020000000000003,0.5566,-0.8867,0.2872,-0.19369999999999998
NP_057326.2_S250s _1_1_250_250,NA,NA,NA,NA,-8.575800000000001,-2.9119,-3.4850000000000003,-7.3347,-5.3291,-5.3589,-1.9486000000000003,-4.1523,-6.0717,-7.610099999999999,-6.9148,-1.9367999999999999,-3.2954999999999997,-6.0252,-4.3821,-4.6798,NA,NA,NA,NA,-5.4798,-4.946,-3.7800000000000002,-4.38,NA,NA,NA,NA,-4.6871,-8.857000000000001,-4.9808,-7.0032,-8.4423,-4.8577,-5.0577000000000005,NA,NA,NA,NA,-6.8563,-5.529,-4.8985,-3.6063,-2.6284,-5.3247,-4.0611,-3.1785,-7.5341,-5.069100000000001,-5.3392,-5.7496,-4.255800000000001,-4.0357,-4.3822,-2.1064,-3.8125,-5.742800000000001,-6.9816,-7.1908,NA,NA,NA,NA,-3.5620000000000003,-2.9766000000000004,-6.082599999999999,-1.4522000000000002,NA,-1.4121000000000001,-4.7781,-2.6426,-2.0416,-5.7773,-5.3575,-5.9986,-5.1108,-1.3874,-3.0906000000000002,-4.8118,-4.4528,-6.842499999999999,-1.6407,-3.7923999999999998,-2.6835,NA,NA,NA,NA,-6.1759,-0.6503,-3.8502,-2.7493,NA,-3.6252999999999997,-2.1675,-2.7802,-2.8449
NP_001159921.1_S626s _1_1_626_626,-0.5737,-0.24679999999999996,0.3628,0.8785999999999999,3.1024,-1.3856,-2.5921,-0.09129999999999994,NA,NA,NA,NA,NA,NA,NA,NA,2.0067,1.5066,1.8682999999999996,1.7044000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1603999999999997,-1.2761,-0.10369999999999996,1.0361,NA,NA,NA,NA,-0.3409,1.2709000000000001,-2.1950000000000003,0.37449999999999994,-1.4975,0.8209,0.04740000000000011,-0.31490000000000007,2.4374000000000002,0.3064,0.9862,-1.9327,0.7336,1.3465,-2.2432,1.7271,2.877,1.3627,0.33709999999999996,-0.8316,1.1038000000000001,2.5331,1.6137000000000001,-1.6457,0.8344,-0.7408999999999999,0.6333,-0.20350000000000001,2.251,NA,NA,NA,NA,NA,NA,NA,NA,-1.4749,-1.5643,0.4918,-0.7456999999999999,1.5521,-1.1134,-0.7238,1.4986,-0.2383,3.4856,1.5955,-1.4613,-1.4397
NP_002209.2_S225s _1_1_225_225,-1.3877,-0.5867999999999999,-0.5257000000000001,-0.6202999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5067,-1.3765,-0.2416,-1.4965,NA,NA,NA,NA,-0.43509999999999993,-0.1524,-0.5907,-0.5938,NA,NA,NA,NA,NA,NA,NA,-0.1175,-1.3552,0.12469999999999998,-0.9021,-0.5568,-1.8348,0.03179999999999997,-2.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1593,-1.4051999999999998,-1.5088,-1.7774,NA,NA,NA,NA,-0.7849,-0.46420000000000006,-0.5948,-0.6654,NA,0.3093999999999999,-1.4897,-1.5353999999999999,-0.6966,NA,NA,NA,NA,-1.1451,-0.987,-1.2073,-1.0085,NA,NA,NA,NA,NA,NA,NA,NA,-0.22710000000000002,-0.2878,-0.3979,-0.0417,0.5669,NA,NA,NA,NA
NP_002209.2_S666s _1_1_666_666,-5.9521,-1.9904000000000002,-5.027200000000001,-5.9056999999999995,4.3871,-1.9032,-2.7563,-0.8454999999999999,NA,NA,NA,NA,1.0708,2.5661,-1.4310999999999998,-0.6174999999999999,-1.6339000000000001,-4.2193,-1.032,-1.7639,NA,NA,NA,NA,-5.7264,-2.15,-2.2504,-3.294,-2.7466,-1.1395,-6.2763,-4.9456,NA,NA,NA,1.1271,5.2501999999999995,2.0016,0.2549000000000001,NA,NA,NA,NA,0.0116,-1.6673,-2.2385,-2.1211,-2.2223,-2.8359,-2.7264,-7.177,-1.7134999999999998,-0.7043999999999999,-1.717,-2.2365000000000004,-0.3650000000000002,0.8656,2.4773,-0.4744999999999997,NA,NA,NA,NA,-2.7078999999999995,-4.8537,-3.2305,-1.7064,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4859,-3.1209,-5.4565,-4.4858,-6.1121,-2.6374,-2.9904,-4.0524000000000004,-1.9876999999999998,-2.5215,-2.1245000000000003,-1.2553,-6.8686,-3.8859000000000004,-3.6015,-5.604699999999999,-1.3311,-1.5101999999999998,-3.101,-1.4999,-2.3453999999999997,1.6702,2.7351,-2.5202999999999998,-0.17339999999999997
NP_001258752.1_S128s _1_1_128_128,NA,NA,NA,NA,-0.7588,-0.20929999999999993,-0.29179999999999995,-0.35020000000000007,-0.7997,0.4341999999999999,-0.11950000000000005,-0.24080000000000001,1.1394,0.16060000000000008,0.04910000000000003,-0.21989999999999998,-1.2409,0.8103,0.2825,-1.2525,0.30469999999999997,-0.0769,-1.3842999999999999,-0.19840000000000002,-0.5650000000000001,0.17870000000000008,0.3352,-0.9844,-0.8526,-2.1465,1.1253,-0.8648,NA,NA,NA,-1.1156000000000001,-0.008400000000000074,0.8299000000000001,1.2258,NA,NA,NA,NA,0.018100000000000005,-0.44610000000000005,-0.6628,0.1962,NA,NA,NA,NA,0.6975999999999999,-1.6143,-0.9165,1.0462999999999998,-3.0721000000000003,-0.26839999999999997,-1.6744999999999999,-0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4546999999999999,-0.31579999999999997,-0.5452999999999999,1.0389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001258752.1_S170s _1_1_170_170,-1.9947,-0.9455999999999999,0.36949999999999994,-2.0217,-1.5135999999999998,0.1149,-1.3283999999999998,-2.5103999999999997,-3.4833,-0.12480000000000002,-2.1709,-0.8391,0.9582,-1.9245,-2.4715,-1.1102,-1.8403,-1.1418,-1.5499,-1.6120999999999999,-1.1918000000000002,0.026999999999999913,-2.5145,-2.5702,-2.9321,-1.5673,-0.9546,-1.7097,NA,NA,NA,NA,NA,NA,NA,0.2550999999999999,0.26149999999999984,-0.8431000000000001,2.9598,0.06799999999999995,-2.3644000000000003,-0.22630000000000006,-0.8426,-5.935,0.419,-0.5601,-1.7501,NA,NA,NA,NA,NA,NA,NA,NA,-3.7146,-2.3597,-2.2875,-0.9608,-1.6345,-4.390000000000001,-2.9798,-2.3573,-2.7382999999999997,-3.4912,-1.9758,-3.8648000000000002,-1.869,-0.19190000000000002,-1.1892,-1.6221,-1.9996999999999998,-0.07419999999999993,-0.1396,-0.49839999999999995,-1.129,-1.3974,-1.4236,-2.825,-1.2138,0.24670000000000014,-2.0754,-1.7647,0.0925,0.04960000000000009,-3.5856,2.4429,-1.7361,-0.8225,-2.1443000000000003,-3.0730000000000004,-2.3586,-1.5198,-0.644,2.4315,-0.18689999999999996,-1.5933000000000002,-1.6214,1.2931,2.4466,-0.9848
